brb2rusABCD,Y:\Documents\Engineering\Data\LOR\CSX_KanawhaSub\brb2rusABCD,
UTM,17 North,NAD 1983 (Conus) CORS96,GEOID03 (Conus)
coord units ft, elevation units ft, distance units ft
PointID,FeatureCode,LatitudeDecimalDeg,LongitudeDecimalDeg,EllipsoidHeight,Northing,Easting,Elevation,AntennaHeight,StartTime,covXX,covYY,covZZ,HorizontalPrecision,VerticalPrecision,RMS,MaxPDOP,MaxHDOP,MaxVDOP,NbrGPSpos,MinSatellites
mp511_C,MP,+38.393593207,-82.563955434,458.491,13945652.789,1192328.432,559.438,6.995,10:51:17 14 Feb 2010,0.000,0.000,0.000,0.030,0.039,0.007,,,,6,11
mp512_C,MP,+38.398840738,-82.581060086,463.718,13947646.826,1187460.240,564.612,6.995,10:56:59 14 Feb 2010,0.000,0.000,0.000,0.031,0.038,0.005,,,,7,14
mp513_C,MP,+38.404229253,-82.598191067,470.427,13949693.241,1182586.099,571.262,6.995,11:01:25 14 Feb 2010,0.000,0.000,0.000,0.038,0.051,0.005,,,,0,0
mp514_C,MP,+38.418348797,-82.599801363,456.773,13954841.792,1182213.973,557.631,6.995,11:17:22 14 Feb 2010,0.000,0.000,0.000,0.030,0.043,0.004,,,,6,13
mp515_C,MP,+38.432203581,-82.604419281,455.085,13959908.954,1180979.071,555.957,6.995,11:20:19 14 Feb 2010,0.000,0.000,0.000,0.036,0.051,0.005,,,,6,13
mp516_C,MP,+38.445635219,-82.610941448,449.151,13964831.670,1179196.781,550.028,6.995,11:24:18 14 Feb 2010,0.000,0.000,0.000,0.040,0.057,0.004,,,,6,13
mp517_C,MP,+38.459372597,-82.612905354,450.498,13969842.963,1178722.049,551.398,6.995,11:39:42 14 Feb 2010,0.000,0.000,0.000,0.041,0.057,0.004,,,,6,10
mp518_C,MP,+38.472071820,-82.622263383,450.013,13974513.517,1176124.595,550.908,6.995,11:42:33 14 Feb 2010,0.000,0.000,0.000,0.037,0.052,0.004,,,,6,11
mp519_C,MP,+38.480944277,-82.638904521,448.494,13977828.144,1171419.099,549.352,6.995,12:04:18 14 Feb 2010,0.000,0.000,0.000,0.031,0.042,0.004,,,,6,12
mp520_C,MP,+38.488154429,-82.653747655,447.276,13980529.187,1167218.397,548.098,6.995,12:08:32 14 Feb 2010,0.000,0.000,0.000,0.036,0.048,0.004,,,,6,11
mp521_C,MP,+38.496211275,-82.669440379,447.007,13983543.602,1162781.044,547.789,6.995,12:24:25 14 Feb 2010,0.000,0.000,0.000,0.035,0.052,0.003,,,,6,11
mp522_C,MP,+38.507923927,-82.679544145,447.844,13987860.574,1159967.953,548.618,6.995,12:31:00 14 Feb 2010,0.000,0.000,0.000,0.039,0.059,0.004,,,,6,11
mp523_C,MP,+38.521049241,-82.685049592,452.831,13992668.078,1158480.506,553.620,6.995,12:34:38 14 Feb 2010,0.000,0.001,0.001,0.044,0.078,0.003,,,,6,10
